0	0.900000	0.370241
10	0.450000	0.960310
20	0.100000	0.913245
30	0.100000	0.710580
40	0.200000	0.552890
50	0.150000	0.642636
60	0.150000	0.500024
70	0.225000	0.475518
80	0.250000	0.452213
90	0.225000	0.351859
100	0.175000	0.334614
110	0.250000	0.388929
120	0.150000	0.369868
130	0.300000	0.429905
140	0.175000	0.408836
150	0.275000	0.388799
160	0.425000	0.369744
170	0.275000	0.429761
180	0.075000	0.334390
190	0.325000	0.318001
200	0.200000	0.369620
210	0.350000	0.287595
220	0.250000	0.334277
230	0.325000	0.260095
240	0.425000	0.302314
250	0.275000	0.235226
260	0.250000	0.334165
270	0.275000	0.260008
280	0.350000	0.247265
290	0.350000	0.287401
300	0.250000	0.334053
310	0.100000	0.259921
320	0.250000	0.247182
330	0.200000	0.235068
340	0.050000	0.273224
350	0.150000	0.259833
360	0.175000	0.247099
370	0.125000	0.234989
380	0.275000	0.223472
390	0.275000	0.259746
400	0.250000	0.247016
410	0.300000	0.234910
420	0.175000	0.182779
430	0.175000	0.212448
440	0.350000	0.246933
450	0.275000	0.234831
460	0.225000	0.182718
470	0.250000	0.173763
480	0.150000	0.201968
490	0.300000	0.192070
500	0.325000	0.182656
510	0.350000	0.173704
520	0.275000	0.201900
530	0.300000	0.234673
540	0.275000	0.182595
550	0.100000	0.173646
560	0.100000	0.201832
570	0.225000	0.157042
580	0.275000	0.182534
590	0.300000	0.212163
600	0.250000	0.201765
610	0.300000	0.191876
620	0.250000	0.182472
630	0.175000	0.173529
640	0.400000	0.165025
650	0.225000	0.156937
660	0.200000	0.182411
670	0.225000	0.141931
680	0.225000	0.164969
690	0.325000	0.156884
700	0.275000	0.182350
710	0.150000	0.211949
720	0.200000	0.164914
730	0.200000	0.156831
740	0.200000	0.149145
750	0.275000	0.173355
760	0.225000	0.164858
770	0.425000	0.156779
780	0.225000	0.149095
790	0.175000	0.173296
800	0.175000	0.164803
810	0.100000	0.156726
820	0.400000	0.149045
830	0.300000	0.173238
840	0.225000	0.164748
850	0.175000	0.156673
860	0.175000	0.148995
870	0.225000	0.141693
880	0.300000	0.164692
890	0.175000	0.156621
900	0.275000	0.182044
910	0.375000	0.173122
920	0.175000	0.164637
930	0.300000	0.156568
940	0.050000	0.148895
950	0.150000	0.173064
960	0.350000	0.164582
970	0.175000	0.156516
980	0.250000	0.148845
990	0.150000	0.141550
1000	0.175000	0.134613
1010	0.250000	0.128015
1020	0.175000	0.121741
1030	0.275000	0.141502
1040	0.325000	0.134567
1050	0.300000	0.156410
1060	0.200000	0.121700
1070	0.225000	0.115736
1080	0.275000	0.134522
1090	0.225000	0.127929
1100	0.250000	0.148695
1110	0.175000	0.115697
1120	0.200000	0.110027
1130	0.250000	0.127886
1140	0.175000	0.148645
1150	0.325000	0.115658
1160	0.300000	0.134432
1170	0.075000	0.127843
1180	0.375000	0.121578
1190	0.175000	0.115619
1200	0.075000	0.134387
1210	0.200000	0.104564
1220	0.350000	0.121537
1230	0.200000	0.115580
1240	0.225000	0.109916
1250	0.325000	0.104529
1260	0.275000	0.121496
1270	0.150000	0.115541
1280	0.275000	0.109879
1290	0.175000	0.104494
1300	0.375000	0.121455
1310	0.250000	0.141170
1320	0.100000	0.109842
1330	0.275000	0.104459
1340	0.150000	0.121414
1350	0.150000	0.115464
1360	0.300000	0.109805
1370	0.275000	0.127629
1380	0.250000	0.099306
1390	0.300000	0.115425
1400	0.275000	0.109768
1410	0.225000	0.104388
1420	0.250000	0.121333
1430	0.225000	0.115386
1440	0.325000	0.109731
1450	0.250000	0.104353
1460	0.275000	0.099239
1470	0.175000	0.094375
1480	0.250000	0.109694
1490	0.225000	0.085351
1500	0.175000	0.099206
1510	0.250000	0.115309
1520	0.275000	0.109657
1530	0.125000	0.104283
1540	0.350000	0.121211
1550	0.350000	0.140886
1560	0.125000	0.109621
1570	0.200000	0.104248
1580	0.225000	0.099139
1590	0.300000	0.115231
1600	0.250000	0.109584
1610	0.150000	0.104213
1620	0.300000	0.121129
1630	0.225000	0.115193
1640	0.350000	0.109547
1650	0.175000	0.104178
1660	0.275000	0.099072
1670	0.200000	0.094217
1680	0.100000	0.089599
1690	0.225000	0.104143
1700	0.200000	0.099039
1710	0.225000	0.094185
1720	0.250000	0.089569
1730	0.300000	0.104108
1740	0.200000	0.081005
1750	0.250000	0.115076
1760	0.250000	0.109437
1770	0.125000	0.069669
1780	0.275000	0.098972
1790	0.225000	0.077009
1800	0.400000	0.089509
1810	0.200000	0.069645
1820	0.175000	0.080950
1830	0.125000	0.094090
1840	0.250000	0.109363
1850	0.300000	0.104003
1860	0.025000	0.098906
1870	0.175000	0.094059
1880	0.400000	0.089449
1890	0.275000	0.085065
1900	0.175000	0.098873
1910	0.275000	0.094027
1920	0.175000	0.059859
1930	0.175000	0.085036
1940	0.250000	0.098840
1950	0.250000	0.093995
1960	0.250000	0.089389
1970	0.225000	0.103898
1980	0.175000	0.080842
1990	0.175000	0.093964
2000	0.225000	0.089359
2010	0.150000	0.084979
2020	0.175000	0.098773
2030	0.125000	0.093932
2040	0.150000	0.073087
2050	0.125000	0.103829
2060	0.225000	0.080787
2070	0.350000	0.114768
2080	0.275000	0.089299
2090	0.175000	0.103794
2100	0.250000	0.098707
2110	0.275000	0.093869
2120	0.250000	0.109106
2130	0.200000	0.084894
2140	0.175000	0.098674
2150	0.200000	0.114690
2160	0.325000	0.089239
2170	0.175000	0.084865
2180	0.075000	0.120561
2190	0.225000	0.093806
2200	0.150000	0.089209
2210	0.075000	0.103689
2220	0.225000	0.080679
2230	0.075000	0.076725
2240	0.200000	0.072964
2250	0.225000	0.084808
2260	0.275000	0.080652
2270	0.275000	0.093743
2280	0.200000	0.072940
2290	0.250000	0.103619
2300	0.150000	0.080625
2310	0.325000	0.093712
2320	0.225000	0.072915
2330	0.250000	0.103585
2340	0.150000	0.080597
2350	0.275000	0.093680
2360	0.175000	0.089089
2370	0.175000	0.084723
2380	0.350000	0.080570
2390	0.300000	0.076622
2400	0.100000	0.089059
2410	0.300000	0.084694
2420	0.200000	0.080543
2430	0.325000	0.076596
2440	0.350000	0.089029
2450	0.250000	0.103480
2460	0.125000	0.098409
2470	0.200000	0.062648
2480	0.275000	0.072817
2490	0.150000	0.084637
2500	0.350000	0.080489
2510	0.275000	0.093554
2520	0.250000	0.088969
2530	0.200000	0.084609
2540	0.275000	0.080462
2550	0.250000	0.093523
2560	0.250000	0.088939
2570	0.300000	0.084580
