0	0.900000	0.370241
10	0.383333	0.960310
20	0.158333	0.913245
30	0.250000	0.710580
40	0.233333	0.675755
50	0.216667	0.430195
60	0.291667	0.409111
70	0.175000	0.389060
80	0.141667	0.369992
90	0.233333	0.430050
100	0.208333	0.334614
110	0.300000	0.318215
120	0.200000	0.302619
130	0.225000	0.287788
140	0.250000	0.273683
150	0.250000	0.318108
160	0.266667	0.302518
170	0.191667	0.287691
180	0.275000	0.273592
190	0.183333	0.260183
200	0.250000	0.247431
210	0.350000	0.235305
220	0.275000	0.273500
230	0.258333	0.260095
240	0.208333	0.202376
250	0.191667	0.192457
260	0.250000	0.223697
270	0.183333	0.212734
280	0.300000	0.202308
290	0.216667	0.192393
300	0.216667	0.182964
310	0.216667	0.173996
320	0.283333	0.202240
330	0.241667	0.235068
340	0.225000	0.182902
350	0.183333	0.173938
360	0.158333	0.165413
370	0.225000	0.157306
380	0.291667	0.182841
390	0.308333	0.173880
400	0.166667	0.165358
410	0.250000	0.192199
420	0.241667	0.182779
430	0.266667	0.173821
440	0.300000	0.165302
450	0.175000	0.157201
460	0.258333	0.149496
470	0.183333	0.142170
480	0.291667	0.165247
490	0.241667	0.157148
500	0.241667	0.149446
510	0.208333	0.142122
520	0.291667	0.135156
530	0.283333	0.157095
540	0.191667	0.122233
550	0.225000	0.116242
560	0.266667	0.135111
570	0.241667	0.157042
580	0.191667	0.122192
590	0.275000	0.116203
600	0.191667	0.135066
610	0.283333	0.128446
620	0.300000	0.122151
630	0.300000	0.141979
640	0.225000	0.110471
650	0.208333	0.128403
660	0.225000	0.122110
670	0.175000	0.116125
680	0.250000	0.134975
690	0.200000	0.128360
700	0.291667	0.122069
710	0.241667	0.141883
720	0.258333	0.110397
730	0.250000	0.128317
740	0.266667	0.122028
750	0.283333	0.141836
760	0.158333	0.110360
770	0.191667	0.104951
780	0.175000	0.121987
790	0.241667	0.116008
800	0.308333	0.110323
810	0.308333	0.104916
820	0.166667	0.121946
830	0.191667	0.115969
840	0.208333	0.110286
850	0.266667	0.128187
860	0.166667	0.099740
870	0.208333	0.094852
880	0.391667	0.110249
890	0.216667	0.104845
900	0.200000	0.099707
910	0.241667	0.115891
920	0.175000	0.110212
930	0.308333	0.104810
940	0.166667	0.099673
950	0.175000	0.115852
960	0.241667	0.110175
970	0.308333	0.104775
980	0.325000	0.121782
